price,title,address,cuisine,cuisineGroup,imagesCount,lat,lng,openingHours/0/day,openingHours/0/hours,openingHours/1/day,openingHours/1/hours,openingHours/2/day,openingHours/2/hours,openingHours/3/day,openingHours/3/hours,openingHours/4/day,openingHours/4/hours,openingHours/5/day,openingHours/5/hours,openingHours/6/day,openingHours/6/hours,phone,placeId,plusCode,postalCode,rank,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,searchPageUrl,locality,street,rating,url,website,reservationLink,Cash Vouchers,Buffet Deals,Set Deals
$,Ya Kun Family Cafe,"6 Shenton Way, #03-24, Singapore 068809",Cafe,Cafe/Bakery,34,1.2777496,103.849014,"Friday,",8AM to 3PM,"Saturday,",8AM to 1PM,"Sunday,",Closed,"Monday,",8AM to 3PM,"Tuesday,",8AM to 3PM,"Wednesday,",8AM to 3PM,"Thursday,",8AM to 3PM,+65 6224 0950,ChIJwdpcPxIZ2jER488rKtlOqAA,7RHX+3J Singapore,68809,114,41,19,10,6,3,3,"https://www.google.com/maps/search/restaurants+in+Shenton+Way/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Shenton Way,"6 Shenton Way, #03-24",3.8,"https://www.google.com/maps/place/Ya+Kun+Family+Cafe/@1.2777496,103.849014,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19123f5cdac1:0xa84ed92a2bcfe3!8m2!3d1.2777496!4d103.849014?hl=en",http://yakun.com/,,,,
$$,COLLIN'S®,"1 Kim Seng Promenade, #B1-106/107 Great World, Singapore 237994",Western restaurant,Western,202,1.293984,103.832088,"Saturday,",11AM to 10PM,"Sunday,",11AM to 10PM,"Monday,",11AM to 10PM,"Tuesday,",11AM to 10PM,"Wednesday,",11AM to 10PM,"Thursday,",11AM to 10PM,"Friday,",11AM to 10PM,+65 6235 6403,ChIJWd-huLMZ2jERkurxvptDIBI,7RVJ+HR Singapore,237994,78,110,48,28,18,10,6,"https://www.google.com/maps/search/restaurants+in+River+Valley/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",River Valley ,"1 Kim Seng Promenade, #B1-106/107 Great World",3.7,"https://www.google.com/maps/place/COLLIN'S%C2%AE/@1.293984,103.832088,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19b3b8a1df59:0x1220439bbef1ea92!8m2!3d1.293984!4d103.832088?hl=en",https://www.collins.sg/,,,,
$$,Siam Village (Jalan Wangi),"77 Jln Wangi, Sennett Estate, Singapore 349388",Thai restaurant,Thai,355,1.330273,103.8749282,"Saturday,",11AM to 10PM,"Sunday,",11AM to 10PM,"Monday,",11AM to 10PM,"Tuesday,",11AM to 10PM,"Wednesday,",11AM to 10PM,"Thursday,",11AM to 10PM,"Friday,",11AM to 10PM,+65 6284 0630,ChIJWbKNu4YX2jERiyvs-up-B3I,8VJF+4X Singapore,349388,24,286,141,83,19,37,6,"https://www.google.com/maps/search/restaurants+in+Machpherson/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Machpherson,"77 Jln Wangi, Sennett Estate",4.1,"https://www.google.com/maps/place/Siam+Village+(Jalan+Wangi)/@1.330273,103.8749282,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1786bb8db259:0x72077eeafaec2b8b!8m2!3d1.330273!4d103.8749282?hl=en",/url?q=http://www.siamvillage.com.sg/&sa=U&ved=0ahUKEwjO5uXasZD8AhVMF1kFHepKBSAQ61gIGygQ&usg=AOvVaw2Wp2STlQYSAUemIt8ju-h1,,,,
$$,COLLIN’S®,"23 Serangoon Central, #B1-27 NEX, Singapore 556083",Western restaurant,Western,470,1.3507723,103.8722585,"Saturday,",10:30AM to 10PM,"Sunday,",10:30AM to 10PM,"Monday,",10:30AM to 10PM,"Tuesday,",10:30AM to 10PM,"Wednesday,",10:30AM to 10PM,"Thursday,",10:30AM to 10PM,"Friday,",10:30AM to 10PM,+65 6514 5632,ChIJWa3TWO8X2jERL_1fOKNJQ1o,9V2C+8W Singapore,556083,48,272,91,55,75,30,21,"https://www.google.com/maps/search/restaurants+in+Serangoon/@1.4151913,104.4600889,12z/data=!4m2!2m1!6e5?hl=en",Serangoon,"23 Serangoon Central, #B1-27 NEX",3.2,"https://www.google.com/maps/place/COLLIN%E2%80%99S%C2%AE/@1.3507723,103.8722585,17z/data=!3m1!4b1!4m5!3m4!1s0x31da17ef58d3ad59:0x5a4349a3385ffd2f!8m2!3d1.3507723!4d103.8722585?hl=en",https://www.collins.sg/,,,,
$,BK@Machperson,"171 MacPherson Rd, Singapore 348536",Coffee shop,Cafe/Bakery,73,1.3298851,103.8740178,"Saturday,",Open 24 hours,"Sunday,",Open 24 hours,"Monday,",Open 24 hours,"Tuesday,",Open 24 hours,"Wednesday,",Open 24 hours,"Thursday,",Open 24 hours,"Friday,",Open 24 hours,,ChIJw9xAtoYX2jERBjigPqp1MIs,8VHF+XJ Singapore,348536,36,63,23,23,1,16,0,"https://www.google.com/maps/search/restaurants+in+Machpherson/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Machpherson,171 MacPherson Rd,4.1,"https://www.google.com/maps/place/BK@Machperson/@1.3298851,103.8740178,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1786b640dcc3:0x8b3075aa3ea03806!8m2!3d1.3298851!4d103.8740178?hl=en",,,,,
$$,Casa MANINI,"14B Kensington Park Rd, Singapore 557265",Italian restaurant,Italian,668,1.3652885,103.8661864,"Saturday,",Closed,"Sunday,",Closed,"Monday,",Closed,"Tuesday,",Closed,"Wednesday,","12 to 2PM, 6 to 10PM","Thursday,","12 to 2PM, 6 to 10PM","Friday,","12 to 2PM, 6 to 10PM",+65 6281 1286,ChIJW8XjuP8W2jERPi_pQeu5qzk,9V88+4F Singapore,557265,4,304,199,71,9,20,5,"https://www.google.com/maps/search/restaurants+in+Serangoon/@1.4151913,104.4600889,12z?hl=en",Serangoon,14B Kensington Park Rd,4.5,"https://www.google.com/maps/place/Casa+MANINI/@1.3652885,103.8661864,17z/data=!3m1!4b1!4m5!3m4!1s0x31da16ffb8e3c55b:0x39abb9eb41e92f3e!8m2!3d1.3652885!4d103.8661864?hl=en",http://www.casamanini.com/,,,,
$$,Charcoal Grill & Bar by Kurry Korner,"417 River Valley Rd, Singapore 248316",Indian restaurant,Indian,322,1.2952497,103.8296918,"Saturday,","11:30AM to 2:30PM, 4:30 to 10PM","Sunday,","11:30AM to 2:30PM, 4:30 to 10PM","Monday,","11:30AM to 2:30PM, 4:30 to 10PM","Tuesday,","11:30AM to 2:30PM, 4:30 to 10PM","Wednesday,","11:30AM to 2:30PM, 4:30 to 10PM","Thursday,","11:30AM to 2:30PM, 4:30 to 10PM","Friday,","11:30AM to 2:30PM, 4:30 to 10PM",+65 9238 4601,ChIJW85aW4QZ2jERx-urdmisqr4,7RWH+3V Singapore,248316,28,258,153,53,20,25,7,"https://www.google.com/maps/search/restaurants+in+River+Valley/@1.4399979,103.8212306,12z?hl=en",River Valley ,417 River Valley Rd,4.2,"https://www.google.com/maps/place/Charcoal+Grill+%26+Bar+by+Kurry+Korner/@1.2952497,103.8296918,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19845b5ace5b:0xbeaaac6876abebc7!8m2!3d1.2952497!4d103.8296918?hl=en",http://charcoal.sg/,,,,
$$ - $$$,Lotus Vegetarian Restaurant,"103 Irrawaddy Rd, #02-07 Royal Square@Novena, Singapore 329566",Vegetarian restaurant,Vegetarian,1132,1.320337,103.843237,"Saturday,","11:30AM to 4:30PM, 5:30 to 9:30PM","Sunday,","11:30AM to 4:30PM, 5:30 to 9:30PM","Monday,","11:30AM to 4:30PM, 5:30 to 9:30PM","Tuesday,","11:30AM to 4:30PM, 5:30 to 9:30PM","Wednesday,","11:30AM to 4:30PM, 5:30 to 9:30PM","Thursday,","11:30AM to 4:30PM, 5:30 to 9:30PM","Friday,","11:30AM to 4:30PM, 5:30 to 9:30PM",+65 8668 0090,ChIJw7Bn0vYZ2jER7YWZKh57T4Y,8RCV+47 Singapore,329566,69,327,184,89,11,26,17,"https://www.google.com/maps/search/restaurants+in+Balestier/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Balestier,"103 Irrawaddy Rd, #02-07 Royal Square@Novena",4.3,"https://www.google.com/maps/place/Lotus+Vegetarian+Restaurant/@1.320337,103.843237,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19f6d267b0c3:0x864f7b1e2a9985ed!8m2!3d1.320337!4d103.843237?hl=en",http://www.lotusvegetarian.sg/,,,,
$$ - $$$,Mrs Pho @ Vivocity,"HarbourFront Walk, B2-29 Vivocity, 1, Singapore 098585",Vietnamese restaurant,Vietnamese,599,1.2640606,103.8223506,"Friday,",11AM to 10PM,"Saturday,",11AM to 10PM,"Sunday,",11AM to 10PM,"Monday,",11AM to 10PM,"Tuesday,",11AM to 10PM,"Wednesday,",11AM to 10PM,"Thursday,",11AM to 10PM,+65 9644 0332,ChIJw-6t9dsZ2jERXnANbx4QDis,7R7C+JW Singapore,98585,55,405,199,90,47,41,28,"https://www.google.com/maps/search/Restaurants+in+Harbourfront/@1.4151913,104.4600889,12z/data=!4m2!2m1!6e5?hl=en",Harbourfront,"HarbourFront Walk, B2-29 Vivocity, 1",3.9,"https://www.google.com/maps/place/Mrs+Pho+@+Vivocity/@1.2640606,103.8223506,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19dbf5adeec3:0x2b0e101e6f0d705e!8m2!3d1.2640606!4d103.8223506?hl=en",https://mrspho.com/,,,,
$$ - $$$,Gyu-Kaku Japanese BBQ,"176 Orchard Rd, #02-53/54 The Centrepoint, Singapore 238843",Yakiniku restaurant,Japanese,431,1.3024248,103.839912,"Saturday,",11:30AM to 10PM,"Sunday,",11:30AM to 10PM,"Monday,",11:30AM to 10PM,"Tuesday,",11:30AM to 10PM,"Wednesday,",11:30AM to 10PM,"Thursday,",11:30AM to 10PM,"Friday,",11:30AM to 10PM,+65 6838 4001,ChIJW5gPtYcZ2jERJbg53au-LSs,8R2Q+XX Singapore,238843,57,244,124,59,24,24,13,"https://www.google.com/maps/search/restaurants+in+Newton/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Newton ,"176 Orchard Rd, #02-53/54 The Centrepoint",4,"https://www.google.com/maps/place/Gyu-Kaku+Japanese+BBQ/@1.3024248,103.839912,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1987b50f985b:0x2b2dbeabdd39b825!8m2!3d1.3024248!4d103.839912?hl=en",https://www.gyu-kaku.com.sg/,https://book.chope.co/booking?rid=gyukakuchijmes1904sg&source=aff_nibbles,,,
$$ - $$$,Ichikokudo Hokkaido Ramen,"10 Paya Lebar Rd, B1-15/16, Singapore 409057",Japanese restaurant,Japanese,529,1.3173494,103.8927612,"Saturday,",11AM to 10PM,"Sunday,",11AM to 10PM,"Monday,",11AM to 10PM,"Tuesday,",11AM to 10PM,"Wednesday,",11AM to 10PM,"Thursday,",11AM to 10PM,"Friday,",11AM to 10PM,,ChIJW5G7piUZ2jER3y2fGxrKAEs,8V8V+W4 Singapore,409057,42,658,352,96,80,76,54,"https://www.google.com/maps/search/restaurants+in+Paya+Lebar/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Paya Lebar,"10 Paya Lebar Rd, B1-15/16",3.9,"https://www.google.com/maps/place/Ichikokudo+Hokkaido+Ramen/@1.3173494,103.8927612,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1925a6bb915b:0x4b00ca1a1b9f2ddf!8m2!3d1.3173494!4d103.8927612?hl=en",http://www.ichikokudo.com/,,,,
$,McDonald's Resorts World Sentosa,"8 Sentosa Gateway, #B1 - 211, 212, 213, 214, Singapore 098138",Hamburger restaurant,American,157,1.257376,103.8201731,"Saturday,",8AM to 9PM,"Sunday,",8AM to 9PM,"Monday,",8AM to 9PM,"Tuesday,",8AM to 9PM,"Wednesday,",8AM to 9PM,"Thursday,",8AM to 9PM,"Friday,",8AM to 9PM,+65 6777 3777,ChIJw5eRIlYZ2jERW1yHrIZvWR4,7R4C+X3 Singapore,98138,84,542,285,136,29,73,19,"https://www.google.com/maps/search/restaurants+in+Sentosa/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Sentosa,"8 Sentosa Gateway, #B1 - 211, 212, 213, 214",4.2,"https://www.google.com/maps/place/McDonald's+Resorts+World+Sentosa/@1.257376,103.8201731,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1956229197c3:0x1e596f86ac875c5b!8m2!3d1.257376!4d103.8201731?hl=en",https://www.mcdonalds.com.sg/,,,,
$$,Streats (Resorts World Sentosa),"26 Sentosa Gateway, #01-205, Singapore 098138",Other,Other,312,1.2562198,103.8200029,"Saturday,",11AM to 10PM,"Sunday,",11AM to 10PM,"Monday,","11AM to 3PM, 5 to 10PM","Tuesday,","11AM to 3PM, 5 to 10PM","Wednesday,","11AM to 3PM, 5 to 10PM","Thursday,","11AM to 3PM, 5 to 10PM","Friday,",11AM to 10PM,+65 6570 0420,ChIJw5eRIlYZ2jERFOjkW7m80k8,7R4C+F2 Singapore,98138,59,150,71,33,14,24,8,"https://www.google.com/maps/search/restaurants+in+Sentosa/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Sentosa,"26 Sentosa Gateway, #01-205",3.9,"https://www.google.com/maps/place/Streats+(Resorts+World+Sentosa)/@1.2562198,103.8200029,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1956229197c3:0x4fd2bcb95be4e814!8m2!3d1.2562198!4d103.8200029?hl=en",http://www.streats.com.sg/,https://book.chope.co/booking?rid=streatsresortsworldsentosa2009sg&source=aff_nibbles,,,
$$,PUTIEN Resort World Sentosa,"26 Sentosa Gateway, #01-203/204 The Forum, Singapore 098138",Chinese restaurant,Chinese,708,1.256475,103.8199274,"Saturday,",11:30AM to 9:30PM,"Sunday,",11:30AM to 9:30PM,"Monday,",11:30AM to 9:30PM,"Tuesday,",11:30AM to 9:30PM,"Wednesday,",11:30AM to 9:30PM,"Thursday,",11:30AM to 9:30PM,"Friday,",11:30AM to 9:30PM,+65 6686 3781,ChIJw5eRIlYZ2jER-BYGhws94Gw,7R49+HX Singapore,98138,38,380,255,83,11,24,7,"https://www.google.com/maps/search/restaurants+in+Sentosa/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Sentosa,"26 Sentosa Gateway, #01-203/204 The Forum",4.5,"https://www.google.com/maps/place/PUTIEN+Resort+World+Sentosa/@1.256475,103.8199274,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1956229197c3:0x6ce03d0b870616f8!8m2!3d1.256475!4d103.8199274?hl=en",https://www.putien.com/,,,,
$,Mani Iyer Mess,"Hindoo Rd, Singapore",Vegetarian restaurant,Vegetarian,103,1.3086218,103.8538295,"Saturday,",11AM to 10PM,"Sunday,",11AM to 10PM,"Monday,",11AM to 10PM,"Tuesday,",11AM to 10PM,"Wednesday,",11AM to 10PM,"Thursday,",11AM to 10PM,"Friday,",11AM to 10PM,+65 6294 0930,ChIJw3jqnMcZ2jERHNn8wGahRhY,8V53+CG Singapore,,61,562,291,157,38,61,15,"https://www.google.com/maps/search/restaurants+in+Rochor/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Rochor,Hindoo Rd,4.2,"https://www.google.com/maps/place/Mani+Iyer+Mess/@1.3086218,103.8538295,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19c79cea78c3:0x1646a166c0fcd91c!8m2!3d1.3086218!4d103.8538295?hl=en",,,,,
$$$,Burger & Lobster Raffles Hotel,"328 North Bridge Rd, Singapore 188719",Seafood restaurant,Seafood,2153,1.295885,103.854062,"Friday,",11AM to 10:30PM,"Saturday,",11AM to 10:30PM,"Sunday,",11AM to 10:30PM,"Monday,",11AM to 10:30PM,"Tuesday,",11AM to 10:30PM,"Wednesday,",11AM to 10:30PM,"Thursday,",11AM to 10:30PM,+65 6971 6127,ChIJw3GtRdoZ2jERDkfLRltsp6w,7VW3+9J Singapore,188719,57,961,577,254,34,70,26,"https://www.google.com/maps/search/restaurants+in+Raffles+Place/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Raffles Place,328 North Bridge Rd,4.4,"https://www.google.com/maps/place/Burger+%26+Lobster+Raffles+Hotel/@1.295885,103.854062,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19da45ad71c3:0xaca76c5b46cb470e!8m2!3d1.295885!4d103.854062?hl=en",https://www.burgerandlobster.com/locations/singapore/raffles-hotel/?utm_source=google&utm_medium=local&utm_campaign=gmblisting,,,,
$,Chen's Mapo Tofu,"6A Shenton Way, #02-29 Downtown Gallery, Singapore 068815",Chinese,Chinese,333,1.2777065,103.8489878,"Friday,",11AM to 8PM,"Saturday,",11AM to 8PM,"Sunday,",11AM to 8PM,"Monday,",11AM to 8PM,"Tuesday,",11AM to 8PM,"Wednesday,",11AM to 8PM,"Thursday,",11AM to 8PM,+65 6221 3206,ChIJw2qiBq8f2jERA9EwlxCYQXc,7RHX+3H Singapore,68815,6,294,128,77,27,46,16,"https://www.google.com/maps/search/restaurants+in+Shenton+Way/@1.4399979,103.8212306,12z?hl=en",Shenton Way,"6A Shenton Way, #02-29 Downtown Gallery",3.9,"https://www.google.com/maps/place/Chen's+Mapo+Tofu/@1.2777065,103.8489878,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1faf06a26ac3:0x774198109730d103!8m2!3d1.2777065!4d103.8489878?hl=en",https://order.chensmapotofu.com.sg/en_SG/,,,,
$$ - $$$,Tamashii Restaurant,"12 N Canal Rd, #02-01 The Offshore building, Singapore 048825",Japanese restaurant,Japanese,394,1.2861983,103.8487045,"Friday,","11:30AM to 2PM, 6:30 to 9:30PM","Saturday,",6:30 to 9:30PM,"Sunday,",Closed,"Monday,","11:30AM to 2PM, 6:30 to 9:30PM","Tuesday,","11:30AM to 2PM, 6:30 to 9:30PM","Wednesday,","11:30AM to 2PM, 6:30 to 9:30PM","Thursday,","11:30AM to 2PM, 6:30 to 9:30PM",+65 6222 0316,ChIJW0tHugsZ2jER1TNJdvjNhR4,7RPX+FF Singapore,48825,114,127,66,36,10,10,5,"https://www.google.com/maps/search/restaurants+in+Raffles+Place/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Raffles Place,"12 N Canal Rd, #02-01 The Offshore building",4.1,"https://www.google.com/maps/place/Tamashii+Restaurant/@1.2861983,103.8487045,17z/data=!3m1!4b1!4m5!3m4!1s0x31da190bba474b5b:0x1e85cdf8764933d5!8m2!3d1.2861983!4d103.8487045?hl=en",http://tamashii.com.sg/,https://book.chope.co/booking?rid=tamashiirobataya1307tmr&source=aff_nibbles,,,
$$,Feast Roxy,"50 East Coast Road, Marine Parade Rd, Roxy Square, Singapore 428769",International,Western,465,1.303884,103.9043973,,,,,,,,,,,,,,,+65 6340 5665,ChIJw_hwL3IY2jERTG329s-U2Lo,8W33+HQ Singapore,428769,120,253,115,92,4,32,10,"https://www.google.com/maps/search/restaurants+in+East+Coast/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",East Coast ,"50 East Coast Road, Marine Parade Rd, Roxy Square",4.2,"https://www.google.com/maps/place/Feast+Roxy/@1.303884,103.9043973,17z/data=!3m1!4b1!4m5!3m4!1s0x31da18722f70f8c3:0xbad894cff6f66d4c!8m2!3d1.303884!4d103.9043973?hl=en",https://www.grandmercureroxy.com.sg/dining/feast-roxy?y_source=1_MzkwOTk5NDItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://book.chope.co/booking?rid=feasteast2101sg&source=aff_nibbles,https://shop.chope.co/products/feast-roxy?aff=566&utm_campaign=sg-affiliate-nibbles&utm_source=aff_nibbles&utm_medium=affiliate,,
$$ - $$$,Siam Thai Kitchen,"1220 East Coast Lagoon Food Village Stall 32, Singapore 468960",Hawker stall,Hawker Centre,13,1.3071787,103.934907,,,,,,,,,,,,,,,,ChIJW_F-h2Ij2jERpk_io4YROgk,8W4M+VX Singapore,468960,111,16,8,5,1,1,1,"https://www.google.com/maps/search/restaurants+in+East+Coast/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",East Coast ,1220 East Coast Lagoon Food Village Stall 32,4.1,"https://www.google.com/maps/place/Siam+Thai+Kitchen/@1.3071787,103.934907,17z/data=!3m1!4b1!4m5!3m4!1s0x31da2362877ef15b:0x93a1186a3e24fa6!8m2!3d1.3071787!4d103.934907?hl=en",,https://book.chope.co/booking?rid=thasiamthaikitchen2206sg&source=aff_nibbles,,,
$$,Dian Xiao Er,"50 Jurong Gateway Rd, #03-08, Singapore 608549",Chinese restaurant,Chinese,483,1.3336055,103.7432105,"Friday,","11:30AM to 3PM, 4:30 to 9:30PM","Saturday,",11:30AM to 10PM,"Sunday,",11:30AM to 10PM,"Monday,","11:30AM to 3PM, 4:30 to 9:30PM","Tuesday,","11:30AM to 3PM, 4:30 to 9:30PM","Wednesday,","11:30AM to 3PM, 4:30 to 9:30PM","Thursday,","11:30AM to 3PM, 4:30 to 9:30PM",+65 6734 0813,ChIJ-VzzHg8Q2jERNeMX7_AXLhA,8PMV+C7 Singapore,608549,18,382,196,145,9,24,8,"https://www.google.com/maps/search/Restaurants+in+Jurong/@1.4399979,103.8212306,12z?hl=en",Jurong,"50 Jurong Gateway Rd, #03-08",4.3,"https://www.google.com/maps/place/Dian+Xiao+Er/@1.3336055,103.7432105,17z/data=!3m1!4b1!4m5!3m4!1s0x31da100f1ef35cf9:0x102e17f0ef17e335!8m2!3d1.3336055!4d103.7432105?hl=en",http://www.dianxiaoer.com.sg/,https://book.chope.co/booking?rid=dianxiaoerjewel1911sg&source=aff_nibbles,https://shop.chope.co/products/dian-xiao-er-vivocity?aff=566&utm_campaign=sg-affiliate-nibbles&utm_source=aff_nibbles&utm_medium=affiliate,,
$,Old Chang Kee,"460 Alexandra Rd, #02 - 36 Alexandra Retail Centre, Singapore 119963",Takeout Restaurant,Fast Food/Takeaway,68,1.2734473,103.8015782,"Saturday,",Closed,"Sunday,",Closed,"Monday,",9AM to 5PM,"Tuesday,",9AM to 5PM,"Wednesday,",9AM to 5PM,"Thursday,",9AM to 5PM,"Friday,",9AM to 5PM,+65 6376 0869,ChIJVzs5A8Eb2jERftZMTlqIYoY,7RF2+9J Singapore,119963,36,39,7,12,6,11,3,"https://www.google.com/maps/search/restaurants+in+Alexandra+Road/@1.4151913,104.4600889,12z/data=!4m2!2m1!6e5?hl=en",Alexandra Road ,"460 Alexandra Rd, #02 - 36 Alexandra Retail Centre",3.3,"https://www.google.com/maps/place/Old+Chang+Kee/@1.2734473,103.8015782,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1bc103393b57:0x8662885a4e4cd67e!8m2!3d1.2734473!4d103.8015782?hl=en",http://www.oldchangkee.com/,,,,
$$,Acqua e Farina Pte Ltd,"400 Upper Bukit Timah Rd, Singapore 678050",Italian Restaurant,Italian,1532,1.3581088,103.767846,"Saturday,","11:30AM to 2:30PM, 5:45 to 10:15PM","Sunday,","11:30AM to 2:30PM, 5:30 to 10PM","Monday,","11:30AM to 2:30PM, 5:30 to 10PM","Tuesday,",Closed,"Wednesday,","11:30AM to 2:30PM, 5:45 to 10PM","Thursday,","11:30AM to 2:30PM, 5:45 to 10PM","Friday,","11:30AM to 2:30PM, 5:45 to 10:15PM",+65 6462 0926,ChIJVzhOFlEQ2jER3n2PjmRDbbk,9Q59+64 Singapore,678050,14,342,251,63,14,11,3,"https://www.google.com/maps/search/restaurants+in+Bukit+Timah/@1.4399979,103.8212306,12z?hl=en",Bukit Timah ,400 Upper Bukit Timah Rd,4.6,"https://www.google.com/maps/place/Acqua+e+Farina+Pte+Ltd/@1.3581088,103.767846,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1051164e3857:0xb96d43648e8f7dde!8m2!3d1.3581088!4d103.767846?hl=en",http://acquaefarina.com.sg/,https://book.chope.co/booking?rid=acquaefarina1701aef&source=aff_nibbles,,,
$$,Bebek Goreng Pak Ndut @Lucky Plaza,"304 Orchard Rd, #01-42 Lucky Plaza, Singapore 238863",Indonesian restaurant,Indonesian,1070,1.3045755,103.8340344,"Saturday,",11AM to 9:30PM,"Sunday,",11AM to 9:30PM,"Monday,",11AM to 9:30PM,"Tuesday,",11AM to 9:30PM,"Wednesday,",11AM to 9:30PM,"Thursday,",11AM to 9:30PM,"Friday,",11AM to 9:30PM,+65 6734 4787,ChIJVYq9cJIZ2jERq7n9M66I6Tw,8R3M+RJ Singapore,238863,72,1030,640,254,36,84,16,"https://www.google.com/maps/search/Restaurants+in+Orchard+Road/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Orchard Road,"304 Orchard Rd, #01-42 Lucky Plaza",4.4,"https://www.google.com/maps/place/Bebek+Goreng+Pak+Ndut+@Lucky+Plaza/@1.3045755,103.8340344,17z/data=!3m1!4b1!4m5!3m4!1s0x31da199270bd8a55:0x3ce988ae33fdb9ab!8m2!3d1.3045755!4d103.8340344?hl=en",http://www.bebekgorengpakndut.com.sg/,,,,
$$,Brazil Churrasco,"14/16 Sixth Ave, Singapore 276476",Brazilian restaurant,South American,568,1.3308309,103.7950007,"Saturday,",6 to 10PM,"Sunday,",6 to 10PM,"Monday,",6 to 10PM,"Tuesday,",6 to 10PM,"Wednesday,",6 to 10PM,"Thursday,",6 to 10PM,"Friday,",6 to 10PM,+65 6463 1923,ChIJVYlkhXYa2jERcla6QG73Pu0,8QJW+82 Singapore,276476,32,811,546,205,9,40,11,"https://www.google.com/maps/search/restaurants+in+Bukit+Timah/@1.4151913,104.4600889,12z/data=!4m2!2m1!6e5?hl=en",Bukit Timah ,14/16 Sixth Ave,4.6,"https://www.google.com/maps/place/Brazil+Churrasco/@1.3308309,103.7950007,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1a7685648955:0xed3ef76e40ba5672!8m2!3d1.3308309!4d103.7950007?hl=en",https://www.facebook.com/Brazil.Churrasco/,,,,
$$,Genki Sushi Ngee Ann City,"391 Orchard Rd, B2 - 25 / 26, Singapore 238872",Conveyor belt sushi restaurant,Japanese,588,1.3031948,103.8339433,"Saturday,",11AM to 10PM,"Sunday,",11AM to 10PM,"Monday,",11AM to 10PM,"Tuesday,",11AM to 10PM,"Wednesday,",11AM to 10PM,"Thursday,",11AM to 10PM,"Friday,",11AM to 10PM,+65 6957 2730,ChIJvy3CB3EU2jER19kCgzIHbwA,8R3M+7H Singapore,238872,61,748,383,224,55,71,15,"https://www.google.com/maps/search/Restaurants+in+Orchard+Road/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Orchard Road,"391 Orchard Rd, B2 - 25 / 26",4.2,"https://www.google.com/maps/place/Genki+Sushi+Ngee+Ann+City/@1.3031948,103.8339433,17z/data=!3m1!4b1!4m5!3m4!1s0x31da147107c22dbf:0x6f07328302d9d7!8m2!3d1.3031948!4d103.8339433?hl=en",http://www.genkisushi.com.sg/,,,,
